3,http://dx.doi.org/10.1016/j.biortech.2015.12.064,Glucose,4.99 g/L,Ozonated Bagasse,3% w/w dry basis,36%,Sodium citrate buffer,8h,Shake flask,Myceliophthora thermophila JCP 1-4,NA,NA,NA,NA,NA,NA,NA,100 mL,Shake flask,NA,NA,5,60°C,NA
3,http://dx.doi.org/10.1016/j.biortech.2015.12.064,Glucose,3.50 g/L,Ozonated Bagasse,3% w/w dry basis,NA,Sodium citrate buffer,8h,Shake flask,Commercial enzymes mixture,NA,NA,NA,NA,NA,NA,NA,NA,Shake flask,NA,NA,5,60°C,NA
3,http://dx.doi.org/10.1016/j.biortech.2015.12.064,Glucose,5.21 g/L,Ozonated Bagasse,3% w/w dry basis,NA,Sodium citrate buffer,8h,Shake flask,Myceliophthora thermophila JCP 1-4,NA,NA,NA,NA,NA,NA,NA,NA,Shake flask,NA,NA,5,60°C,NA
3,http://dx.doi.org/10.1016/j.biortech.2015.12.064,Ethanol,2.81 g/L,Hydrolysate,7.5% w/w dry basis,63%,YEPD,24h,Batch,Saccharomyces cerevisiae bakery strain,NA,NA,NA,NA,NA,NA,NA,100 mL,Batch,NA,Aerobic,NA,30°C,NA
3,http://dx.doi.org/10.1016/j.biortech.2015.12.064,Ethanol,3.15 g/L,Hydrolysate,10% w/w dry basis,61%,YEPD,24h,Batch,Saccharomyces cerevisiae bakery strain,NA,NA,NA,NA,NA,NA,NA,100 mL,Batch,NA,Aerobic,NA,30°C,NA
3,,,,,,,,,,,,,,,,,,,,,,,,
4,--------------------------------------,--------------------,-------------------------------,---------------,-----------------------------------,--------------,------------------------------------------,------,------------------------------,---------------------------------,---------------,-------------------,----------------------------,--------------------,----------,------------------------,-----------------,------------------------,----------------,---------------------,-------------------,-----,-------------,----------------------
4,10.1007/s00449-021-02634-3,Biomass production,Yx/s = 0.76 g/g at μ = 0.21 h−1,Molasses,Batch: 15 g/L; Feed: 70 g/L,0.76 g/g,"YD (20 g glucose, 10 g yeast extract/L)",NA,Fed-batch,Lachancea thermotolerans Y1240,NA,NA,NA,NA,NA,NA,NA,"14 L (bench), 150 L (pilot)",Fed-batch,Sufficient,Sufficient,5,30°C,NA
4,10.1007/s00449-021-02634-3,Biomass production,Yx/s = 0.83 g/g at μ < 0.32 μmax,Molasses,Batch: 15 g/L; Feed: 70 g/L,0.83 g/g,"YD (20 g glucose, 10 g yeast extract/L)",NA,Fed-batch,Issatchenkia orientalis Y1161,NA,NA,NA,NA,NA,NA,NA,"14 L (bench), 150 L (pilot)",Fed-batch,Sufficient,Sufficient,5,30°C,NA
4,10.1007/s00449-021-02634-3,Biomass production,Yx/s = 0.60 g/g at μ = 0.46 h−1,Molasses,Batch: 15 g/L; Feed: 70 g/L,0.60 g/g,"YD (20 g glucose, 10 g yeast extract/L)",NA,Fed-batch,Metschnikowia pulcherrima Y1337,NA,NA,NA,NA,NA,NA,NA,"14 L (bench), 150 L (pilot)",Fed-batch,Sufficient,Sufficient,5,30°C,NA
4,10.1007/s00449-021-02634-3,Biomass production,Yx/s = 0.21 g/g at μ = 0.33 h−1,Molasses,Batch: 15 g/L; Feed: 70 g/L,0.21 g/g,"YD (20 g glucose, 10 g yeast extract/L)",NA,Fed-batch,Saccharomyces cerevisiae EC1118,NA,NA,NA,NA,NA,NA,NA,"14 L (bench), 150 L (pilot)",Fed-batch,Sufficient,Sufficient,5,30°C,NA
5,----------------------------------------------------,------------,-----------------------,---------------,-----------------------------,---------------,-------,------,------------------------------,-----------------------,---------------,-------------------,---------------------------,--------------------,----------,------------------------,----------------,----------------,----------------,--------------------,-------------------,-----,-------------,----------------------
5,https://doi.org/10.1016/j.biortech.2020.123675,Bioethanol,8.7 g/L,Glucose,20 g/L,10% increase,YPD,36 h,Batch,Saccharomyces cerevisiae,Baker’s yeast,NA,NA,NA,NA,NA,NA,60 mL,Batch,Sufficient,Anaerobic,6,30°C,N
6,---------------------------,---------,-----------------------,---------------,-----------------------------,-------,-----------------------------------,------,------------------------------,-------------------,--------------------------,-------------------,---------------------------,-----------------------,------------------,-----------------------,-----------------,----------------,----------------,---------------------,-------------------,-----,-------------,-----------------------
6,10.1007/s00284-009-9528-2,"1,3-PD",8.6 g/l,glycerol,40 g/l,8.6 g/l,LB medium + supplements,NA,aerobic,JM109-dha,E. coli JM109,NA,NA,dha operon,native promoters,N,NA,50 ml,Shake flask,sufficient,sufficient,6.8,37°C,N
6,10.1007/s00284-009-9528-2,"1,3-PD",0 g/l,glucose,10%,0 g/l,YEPD + 10% glucose,NA,aerobic,W303-1A-dha,S. cerevisiae W303-1A,NA,NA,dha operon,native promoters,N,NA,50 ml,Shake flask,sufficient,sufficient,NA,30°C,N
6,10.1007/s00284-009-9528-2,"1,3-PD",1.2 g/l,glucose,10%,1.2 g/l,YEPD + 10% glucose,NA,aerobic,W303-1A-BT,S. cerevisiae W303-1A-BT,NA,NA,"dhaB, dhaT",GAP promoter,N,NA,50 ml,Shake flask,sufficient,sufficient,NA,30°C,N
7,-----------------------,-----------------------------------------,---------------------------,---------------,------------------------------,-------,-------------,------------,------------------------------,-------------,-----------------------,-------------------,----------------------------,--------------------,----------,------------------------,------------------,----------------,----------------,--------------------,-------------------,-------,-------------,----------------------
7,10.3390/foods13020312,Red Wine with Enhanced Antioxidant Content,"TPC reduction ≤20%, TEAC reduction ≤20%",Glucose,20 g/L,NA,Grape Must,<10 days,Batch,ITEM6920,Saccharomyces cerevisiae,NA,NA,NA,NA,NA,NA,2 L,Batch,Sufficient,Sufficient,3.25,28°C,NA
7,10.3390/foods13020312,Red Wine with Enhanced Antioxidant Content,"TPC reduction ≤20%, TEAC reduction ≤20%",Glucose,20 g/L,NA,Grape Must,<10 days,Batch,ITEM9500,Saccharomyces cerevisiae,NA,NA,NA,NA,NA,NA,2 L,Batch,Sufficient,Sufficient,3.25,28°C,NA
7,10.3390/foods13020312,Red Wine with Enhanced Antioxidant Content,"TPC reduction ≤20%, TEAC reduction ≤20%",Glucose,20 g/L,NA,Grape Must,<10 days,Batch,ITEM9507,Saccharomyces cerevisiae,NA,NA,NA,NA,NA,NA,2 L,Batch,Sufficient,Sufficient,3.25,28°C,NA
7,10.3390/foods13020312,Red Wine with Enhanced Antioxidant Content,"TPC reduction ≤20%, TEAC reduction ≤20%",Glucose,20 g/L,NA,Grape Must,<10 days,Batch,ITEM9508,Saccharomyces cerevisiae,NA,NA,NA,NA,NA,NA,2 L,Batch,Sufficient,Sufficient,3.25,28°C,NA
8,----------------------------,-----------,-----------------------,---------------------,------------------------------,-------,-------,------,------------------------------,-------------,---------------,-------------------,----------------------------,--------------------,----------,------------------------,-----------------,----------------,----------------,--------------------,-------------------,-----,-------------,----------------------
8,10.1186/s13568-014-0064-5,bioethanol,37.43 mg/mL,grass juice + tfosEp,73.31 mg/mL,37.43,YPD,48 h,microplates,Turbo yeast,Turbo yeast,NA,NA,NA,NA,NA,NA,300 μL,microplates,sufficient,sufficient,7,20°C,NA
8,10.1186/s13568-014-0064-5,biomass,4.78 g/L,grass juice + tfosEp,73.31 mg/mL,4.78,YPD,48 h,microplates,Turbo yeast,Turbo yeast,NA,NA,NA,NA,NA,NA,300 μL,microplates,sufficient,sufficient,7,20°C,NA
8,10.1186/s13568-014-0064-5,bioethanol,39.18 mg/mL,grass juice + tfosEp,73.31 mg/mL,39.18,YPD,48 h,microplates,MYA-769,MYA-769,NA,NA,NA,NA,NA,NA,300 μL,microplates,sufficient,sufficient,7,20°C,NA
8,10.1186/s13568-014-0064-5,biomass,4.96 g/L,grass juice + tfosEp,73.31 mg/mL,4.96,YPD,48 h,microplates,MYA-769,MYA-769,NA,NA,NA,NA,NA,NA,300 μL,microplates,sufficient,sufficient,7,20°C,NA
8,article doi,product,product concentration,Carbon source,Carbon source concentration,yield,media,time,mode of bioreactor operation,strain name,parent strain,knocked out genes,overexpressed native genes,heterologous genes,Promotor,genome integration Y/N,codon optimized,culture volume,culture vessel,nitrogen condition,oxygen condition,pH,temperature,Direct evolution Y/N
9,----------------------------,---------,-----------------------,---------------,------------------------------,-------,-------------------------------------------------------------------------------------------------------------------------------------------------,------,-----------------------------,----------------------------------,---------------,-------------------,----------------------------,--------------------,----------,------------------------,-----------------,----------------,----------------,--------------------,-------------------,----,-------------,----------------------
9,10.1007/s12010-012-0055-4,Ethanol,~20 g/L,Glucose,50 g/L,0.47,"(NH4)2SO4 (5 g/L), K2HPO4 (5 g/L), yeast extract (5 g/L), MgSO4·7H2O (1 g/L), glucose (50 g/L)",70 h,Batch,Saccharomyces carlsbergensis ATCC 6269,NA,NA,NA,NA,NA,NA,NA,500 mL,Shake flask,Sufficient,Limited,5,30°C,NA
9,10.1007/s12010-012-0055-4,Ethanol,~16.2 g/L,Glucose,50 g/L,0.46,"(NH4)2SO4 (5 g/L), K2HPO4 (5 g/L), yeast extract (5 g/L), MgSO4·7H2O (1 g/L), glucose (50 g/L)",70 h,Batch,Saccharomyces carlsbergensis ATCC 6269,NA,NA,NA,NA,NA,NA,NA,500 mL,Shake flask,Sufficient,Limited,5,30°C,NA
9,10.1007/s12010-012-0055-4,Ethanol,~19.5 g/L,Glucose,50 g/L,0.39,"(NH4)2SO4 (5 g/L), K2HPO4 (5 g/L), yeast extract (5 g/L), MgSO4·7H2O (1 g/L), glucose (50 g/L)",70 h,Batch,Saccharomyces carlsbergensis ATCC 6269,NA,NA,NA,NA,NA,NA,NA,500 mL,Shake flask,Sufficient,Limited,5,30°C,NA
9,10.1007/s12010-012-0055-4,Ethanol,~19 g/L,Glucose,50 g/L,0.38,"(NH4)2SO4 (5 g/L), K2HPO4 (5 g/L), yeast extract (5 g/L), MgSO4·7H2O (1 g/L), glucose (50 g/L)",70 h,Batch,Saccharomyces carlsbergensis ATCC 6269,NA,NA,NA,NA,NA,NA,NA,500 mL,Shake flask,Sufficient,Limited,5,30°C,NA
9,10.1007/s12010-012-0055-4,Ethanol,~18 g/L,Glucose,50 g/L,0.36,"(NH4)2SO4 (5 g/L), K2HPO4 (5 g/L), yeast extract (5 g/L), MgSO4·7H2O (1 g/L), glucose (50 g/L)",70 h,Batch,Saccharomyces carlsbergensis ATCC 6269,NA,NA,NA,NA,NA,NA,NA,500 mL,Shake flask,Sufficient,Limited,5,30°C,NA
9,10.1007/s12010-012-0055-4,Ethanol,~19 g/L,Glucose,50 g/L,0.37,"(NH4)2SO4 (5 g/L), K2HPO4 (5 g/L), yeast extract (5 g/L), MgSO4·7H2O (1 g/L), glucose (50 g/L)",70 h,Batch,Saccharomyces carlsbergensis ATCC 6269,NA,NA,NA,NA,NA,NA,NA,500 mL,Shake flask,Sufficient,Limited,5,30°C,NA
9,10.1007/s12010-012-0055-4,Ethanol,~18 g/L,Glucose,50 g/L,0.36,"(NH4)2SO4 (5 g/L), K2HPO4 (5 g/L), yeast extract (5 g/L), MgSO4·7H2O (1 g/L), glucose (50 g/L)",70 h,Batch,Saccharomyces carlsbergensis ATCC 6269,NA,NA,NA,NA,NA,NA,NA,500 mL,Shake flask,Sufficient,Limited,5,30°C,NA
9,,,,,,,,,,,,,,,,,,,,,,,,
10,---------------------------,---------,------------------------------,---------------,------------------------------,---------------------,-------,------,------------------------------,------------------------------------------------,--------------------,-------------------,-----------------------------------,--------------------,----------,------------------------,-----------------,----------------,----------------,--------------------,-------------------,----,-------------,----------------------
10,10.1007/s12010-011-9475-9,Ethanol,0.69 g/L,Glycerol,2%,NA,SD,96 h,NA,YPH499 (pESC-TRP),NA,NA,NA,NA,NA,N,NA,NA,Shake flask,NA,Limited,NA,NA,N
10,10.1007/s12010-011-9475-9,Ethanol,4.0 g/L,Glycerol,2%,NA,SD,96 h,NA,"YPH499 fps1Δgpd2Δ (pGcyaDak, pGupCas)",YPH499 (pESC-TRP),"fps1Δ, gpd2Δ","Gcy1, Dak1, Gup1",NA,Gal,N,NA,NA,Shake flask,NA,Limited,NA,NA,N
10,10.1007/s12010-011-9475-9,Ethanol,4.4 g/L,Glycerol,2%,NA,SD,96 h,NA,"YPH499 fps1Δgpd2Δ (pGcyaDakPdc, pGupCas)",YPH499 (pESC-TRP),"fps1Δ, gpd2Δ","Gcy1, Dak1, Pdc1",NA,Gal,N,NA,NA,Shake flask,NA,Limited,NA,NA,N
10,10.1007/s12010-011-9475-9,Ethanol,4.91 g/L,Glycerol,2%,NA,SD,96 h,NA,"YPH499 fps1Δgpd2Δ (pGcyaDakAdh, pGupCas)",YPH499 (pESC-TRP),"fps1Δ, gpd2Δ","Gcy1, Dak1, Adh1",NA,Gal,N,NA,NA,Shake flask,NA,Limited,NA,NA,N
10,10.1007/s12010-011-9475-9,Ethanol,5.4 g/L,Glycerol,2%,1.4-fold increase,SD,96 h,NA,"YPH499 fps1Δgpd2Δ (pGcyaDakAdhPdc, pGupCas)",YPH499 (pESC-TRP),"fps1Δ, gpd2Δ","Gcy1, Dak1, Adh1, Pdc1",NA,Gal,N,NA,NA,Shake flask,NA,Limited,NA,NA,N
11,------------------,---------,-----------------------,---------------,-----------------------------,-------,---------------------------------------------------------------------------------------,------,-----------------------------,-------------,---------------,-------------------,----------------------------,--------------------,----------,------------------------,-----------------,----------------,----------------,--------------------,------------------,-----,-------------,----------------------
11,10.1002/bit.22610,Ethanol,88.0 g/L,Glucose,300 g/L,0.532,"VHC medium (Glucose 300 g/L, yeast extract 12 g/L, peptone 9 g/L)",NA,Continuous fermentor,SPSC01,NA,NA,NA,NA,NA,NA,NA,1.5 L,chemostat,sufficient,limited,4.5,30°C,No
11,10.1002/bit.22610,Ethanol,104.0 g/L,Glucose,300 g/L,0.57,"VHC medium (Glucose 300 g/L, yeast extract 12 g/L, peptone 9 g/L)",NA,Continuous fermentor,SPSC01,NA,NA,NA,NA,NA,NA,NA,1.5 L,chemostat,sufficient,limited,4.5,30°C,No
11,10.1002/bit.22610,Ethanol,110.0 g/L,Glucose,300 g/L,0.584,"VHC medium (Glucose 300 g/L, yeast extract 12 g/L, peptone 9 g/L)",NA,Continuous fermentor,SPSC01,NA,NA,NA,NA,NA,NA,NA,1.5 L,chemostat,sufficient,limited,4.5,30°C,No
11,10.1002/bit.22610,Ethanol,120.0 g/L,Glucose,300 g/L,0.603,"VHC medium (Glucose 300 g/L, yeast extract 12 g/L, peptone 9 g/L, 0.05 g/L zinc sulfate)",NA,Continuous fermentor,SPSC01,NA,NA,NA,NA,NA,NA,NA,1.5 L,chemostat,sufficient,limited,4.5,30°C,No
12,-------------------------------------,---------,-----------------------,-----------------------,------------------------------,-------,--------------------------------------,------------,------------------------------,----------------------------------,------------------------,-------------------,----------------------------,--------------------,----------,------------------------,-----------------,----------------,----------------,---------------------,-------------------,-----,----------------,----------------------
12,10.1016/j.jbiosc.2014.05.017,ethanol,61.7 g/l,glucose,103.4 g/l,51%,Saccharified juice from seagrass,15 days,Batch,Saccharomyces cerevisiae NBRC10217T,Saccharomyces cerevisiae,NA,NA,NA,NA,NA,NA,1.2 ml,Centrifuge tubes,NA,Limited,NA,"37°C, 23°C",NA
12,10.1016/j.jbiosc.2014.05.017,ethanol,65.0 g/l,glucose,103.4 g/l,51%,Saccharified juice from seagrass,15 days,Batch,Saccharomyces cerevisiae Kyokai 7-go,Saccharomyces cerevisiae,NA,NA,NA,NA,NA,NA,1.2 ml,Centrifuge tubes,NA,Limited,NA,"37°C, 23°C",NA
12,10.1016/j.jbiosc.2014.05.017,ethanol,117.4 g/l,glucose + solids,87.3 g/l,51%,Saccharified juice with solids,49 days,Fedbatch,Saccharomyces cerevisiae NBRC10217T,Saccharomyces cerevisiae,NA,NA,NA,NA,NA,NA,50 ml,Plastic bottles,NA,Limited,NA,"37°C, 23°C",NA
12,10.1016/j.jbiosc.2014.05.017,ethanol,130.4 g/l,glucose + solids,87.3 g/l,51%,Saccharified juice with solids,49 days,Fedbatch,Saccharomyces cerevisiae Kyokai 7-go,Saccharomyces cerevisiae,NA,NA,NA,NA,NA,NA,50 ml,Plastic bottles,NA,Limited,NA,"37°C, 23°C",NA
13,-------------------------------------------------,---------,-----------------------,---------------,------------------------------,-------------,------------------,----------,------------------------------,-----------------------,---------------,-------------------,---------------------------,--------------------,----------,------------------------,-----------------,----------------,----------------,---------------------,-------------------,------------------------,-------------,----------------------
13,http://dx.doi.org/10.1016/j.biortech.2014.11.076,Ethanol,609.8 g/L,NA,NA,20.5,Synthetic medium,264,Continuous,Saccharomyces cerevisiae,NA,NA,NA,NA,NA,NA,NA,NA,chemostat,NA,NA,4.0±0.5,NA,N
13,http://dx.doi.org/10.1016/j.biortech.2014.11.076,Ethanol,750.1 g/L,NA,NA,19.7,Synthetic medium,360,Continuous,Saccharomyces cerevisiae,NA,NA,NA,NA,NA,NA,NA,NA,chemostat,NA,NA,"4.0±0.5, then 6.5",NA,N
14,------------------------------,---------,------------------------------,---------------,------------------------------------,----------------,-------------------------------------,------,-----------------------------,-------------------------------,---------------------,-------------------,----------------------------,---------------------,----------,------------------------,-----------------,--------------------,----------------,---------------------,-------------------,-----,-------------------,----------------------
14,10.1016/j.biortech.2011.02.101,Ethanol,9.5,Glucose,50,0.2,YNB + glucose + furfural + HMF,NA,Batch,S. cerevisiae D452-2/p426HXT,S. cerevisiae D452-2,NA,NA,NA,tHXT7,N,NA,1,Batch,Sufficient,Sufficient,5.5,30,N
14,10.1016/j.biortech.2011.02.101,Ethanol,11,Glucose,50,0.26,YNB + glucose + furfural + HMF,NA,Batch,S. cerevisiae D452-2/pH-ALD6,S. cerevisiae D452-2,NA,ALD6,NA,tHXT7,N,NA,1,Batch,Sufficient,Sufficient,5.5,30,N
14,10.1016/j.biortech.2011.02.101,Ethanol,12.4,Glucose,50,0.25,YNB + glucose + furfural + HMF,NA,Batch,S. cerevisiae D452-2/pH-ZWF1,S. cerevisiae D452-2,NA,ZWF1,NA,tHXT7,N,NA,1,Batch,Sufficient,Sufficient,5.5,30,N
14,10.1016/j.biortech.2011.02.101,Ethanol,NA,Glucose,50,NA,YNB + glucose + furfural + HMF,NA,Batch,S. cerevisiae D452-2/pH-GRE3,S. cerevisiae D452-2,NA,GRE3,NA,tHXT7,N,NA,1,Batch,Sufficient,Sufficient,5.5,30,N
14,10.1016/j.biortech.2011.02.101,Ethanol,NA,Glucose,50,NA,YNB + glucose + furfural + HMF,NA,Batch,S. cerevisiae D452-2/pH-GDP1,S. cerevisiae D452-2,NA,GDP1,NA,tHXT7,N,NA,1,Batch,Sufficient,Sufficient,5.5,30,N
14,10.1016/j.biortech.2011.02.101,Ethanol,NA,Glucose,50,NA,YNB + glucose + furfural + HMF,NA,Batch,S. cerevisiae D452-2/pH-TDH3,S. cerevisiae D452-2,NA,TDH3,NA,tHXT7,N,NA,1,Batch,Sufficient,Sufficient,5.5,30,N
14,10.1016/j.biortech.2011.02.101,Ethanol,NA,Glucose,50,NA,YNB + glucose + furfural + HMF,NA,Batch,S. cerevisiae D452-2/pH-ADH6,S. cerevisiae D452-2,NA,ADH6,NA,tHXT7,N,NA,1,Batch,Sufficient,Sufficient,5.5,30,N
15,--------------------,---------,-----------------------,--------------------,------------------------------,----------------,------------------,------,-----------------------------,-------------,---------------,-------------------,----------------------------,--------------------,----------,------------------------,-----------------,----------------,----------------,---------------------,-------------------,-----,-------------,----------------------
15,10.1002/jsfa.6683,OTA,2 μg L−1,Glucose and Fructose,200 g L−1,5.41–49.58%,Semi-synthetic,NA,Batch,W20,NA,NA,NA,NA,NA,NA,NA,100 mL,Shake flask,Sufficient,Anaerobic,3.5,25°C,NA
15,10.1002/jsfa.6683,OTA,2 μg L−1,Glucose and Fructose,200 g L−1,5.41–49.58%,Semi-synthetic,NA,Batch,W20,NA,NA,NA,NA,NA,NA,NA,100 mL,Shake flask,Sufficient,Anaerobic,3.5,30°C,NA
15,10.1002/jsfa.6683,OTA,2 μg L−1,Glucose and Fructose,250 g L−1,5.41–49.58%,Semi-synthetic,NA,Batch,W20,NA,NA,NA,NA,NA,NA,NA,100 mL,Shake flask,Sufficient,Anaerobic,3.5,25°C,NA
15,10.1002/jsfa.6683,OTA,2 μg L−1,Glucose and Fructose,250 g L−1,5.41–49.58%,Semi-synthetic,NA,Batch,W20,NA,NA,NA,NA,NA,NA,NA,100 mL,Shake flask,Sufficient,Anaerobic,3.5,30°C,NA
15,10.1002/jsfa.6683,OTA,2 μg L−1,Glucose and Fructose,200 g L−1,5.41–49.58%,Semi-synthetic,NA,Batch,W30,NA,NA,NA,NA,NA,NA,NA,100 mL,Shake flask,Sufficient,Anaerobic,3.5,25°C,NA
15,10.1002/jsfa.6683,OTA,2 μg L−1,Glucose and Fructose,200 g L−1,5.41–49.58%,Semi-synthetic,NA,Batch,W30,NA,NA,NA,NA,NA,NA,NA,100 mL,Shake flask,Sufficient,Anaerobic,3.5,30°C,NA
15,10.1002/jsfa.6683,OTA,2 μg L−1,Glucose and Fructose,250 g L−1,5.41–49.58%,Semi-synthetic,NA,Batch,W30,NA,NA,NA,NA,NA,NA,NA,100 mL,Shake flask,Sufficient,Anaerobic,3.5,25°C,NA
15,10.1002/jsfa.6683,OTA,2 μg L−1,Glucose and Fructose,250 g L−1,5.41–49.58%,Semi-synthetic,NA,Batch,W30,NA,NA,NA,NA,NA,NA,NA,100 mL,Shake flask,Sufficient,Anaerobic,3.5,30°C,NA
16,---------------------------------,---------------,------------------------------,-------------------------,------------------------------,-------,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,--------,-----------------------------,-----------------------------------------------,-------------------------------------------------,-------------------,------------------------------------------,------------------------------------------,----------,-----------------------,-----------------,----------------,----------------,--------------------,------------------,------------,-------------,----------------------
